longitude,latitude,junction_type,num_roads
103.830062,1.306018,t_shape,3
103.830112,1.305992,t_shape,3
103.887379,1.348937,x_shape,4
103.88785,1.348947,t_shape,3
103.843789,1.313704,t_shape,3
103.841245,1.313395,x_shape,4
103.839288,1.313432,crossing,4
103.840315,1.314252,t_shape,3
103.837346,1.314758,t_shape,3
103.83184,1.30504,x_shape,4
103.830847,1.30386,x_shape,4
103.834836,1.300409,x_shape,4
103.830495,1.303262,t_shape,3
103.841347,1.295474,x_shape,4
103.841188,1.295659,t_shape,3
103.842845,1.291633,t_shape,3
103.842213,1.291972,x_shape,4
103.842071,1.291711,t_shape,3
103.838379,1.290228,t_shape,3
103.843357,1.289581,t_shape,3
103.841272,1.288609,x_shape,4
103.841478,1.288984,t_shape,3
103.842196,1.290145,x_shape,4
103.842396,1.290036,t_shape,3
103.844716,1.288507,t_shape,3
103.853817,1.398024,t_shape,3
103.857954,1.39468,t_shape,3
103.802182,1.272772,x_shape,4
103.802289,1.272769,x_shape,4
103.637513,1.347664,t_shape,3
103.836654,1.272482,t_shape,3
103.854689,1.397835,t_shape,3
103.852481,1.396969,t_shape,3
103.757238,1.423388,x_shape,4
103.757422,1.42285,t_shape,3
103.857883,1.39353,t_shape,3
103.857205,1.395805,t_shape,3
103.768393,1.443159,t_shape,3
103.774025,1.396535,t_shape,3
103.702919,1.361181,t_shape,3
103.71268,1.367714,t_shape,3
103.710846,1.366902,t_shape,3
103.710982,1.360299,t_shape,3
103.823258,1.278882,t_shape,3
103.663534,1.323146,t_shape,3
103.663917,1.323776,t_shape,3
103.980887,1.339488,t_shape,3
103.978483,1.334678,t_shape,3
103.976776,1.338194,t_shape,3
103.848398,1.297693,t_shape,3
103.832287,1.304784,t_shape,3
103.822712,1.304986,crossing,4
103.82286,1.305041,crossing,4
103.815686,1.293079,x_shape,4
103.815762,1.29336,crossing,4
103.802083,1.273283,t_shape,3
103.854866,1.29145,x_shape,4
103.892106,1.31507,x_shape,4
103.837947,1.29782,t_shape,3
103.835822,1.300067,t_shape,3
103.835545,1.300158,t_shape,3
103.838102,1.299527,t_shape,3
103.837969,1.299556,t_shape,3
103.843325,1.291475,t_shape,3
103.917442,1.320679,t_shape,3
103.916029,1.320195,t_shape,3
103.837794,1.348392,x_shape,4
103.837861,1.348279,x_shape,4
103.816398,1.332298,t_shape,3
103.903589,1.380422,x_shape,4
103.90361,1.380301,x_shape,4
103.828493,1.368437,t_shape,3
103.82846,1.368038,x_shape,4
103.934302,1.380017,x_shape,4
103.934504,1.380309,t_shape,3
103.863904,1.35382,t_shape,3
103.835669,1.366627,x_shape,4
103.828309,1.368048,t_shape,3
103.83767,1.348333,x_shape,4
103.877083,1.307893,crossing,4
103.877338,1.308298,o_shape,5
103.82828,1.377906,x_shape,4
103.828762,1.378259,t_shape,3
103.874097,1.370661,t_shape,3
103.87659,1.370536,t_shape,3
103.87722,1.369908,t_shape,3
103.876987,1.369212,t_shape,3
103.876281,1.36898,t_shape,3
103.875809,1.36941,t_shape,3
103.828975,1.368019,t_shape,3
103.828891,1.367911,t_shape,3
103.82841,1.367467,t_shape,3
103.828092,1.378493,t_shape,3
103.876509,1.370036,x_shape,4
103.890594,1.3659,t_shape,3
103.848555,1.392042,x_shape,4
103.876852,1.382955,x_shape,4
103.828751,1.378034,t_shape,3
103.828577,1.377684,t_shape,3
103.859453,1.39073,t_shape,3
103.858533,1.389909,t_shape,3
103.858204,1.387978,t_shape,3
103.857857,1.39009,t_shape,3
103.858089,1.391042,x_shape,4
103.87072,1.339934,t_shape,3
103.876619,1.35232,x_shape,4
103.876361,1.352558,x_shape,4
103.879188,1.354696,t_shape,3
103.878938,1.354484,t_shape,3
103.867673,1.327221,t_shape,3
103.868007,1.327974,o_shape,5
103.892468,1.363959,t_shape,3
103.89478,1.338915,t_shape,3
103.905128,1.329227,t_shape,3
103.904775,1.329359,t_shape,3
103.904639,1.329502,t_shape,3
103.905041,1.317613,x_shape,4
103.889021,1.333647,x_shape,4
103.88951,1.333784,t_shape,3
103.8581,1.391176,crossing,4
103.857803,1.392098,t_shape,3
103.876578,1.378866,x_shape,4
103.876243,1.378844,t_shape,3
103.834265,1.381102,x_shape,4
103.834376,1.380943,x_shape,4
103.834485,1.380563,t_shape,3
103.833773,1.38079,t_shape,3
103.8347,1.381088,t_shape,3
103.834594,1.380571,t_shape,3
103.876709,1.378871,x_shape,4
103.890736,1.345939,x_shape,4
103.890891,1.345975,x_shape,4
103.868242,1.355509,t_shape,3
103.86736,1.355104,t_shape,3
103.854918,1.294408,t_shape,3
103.865366,1.303571,t_shape,3
103.863432,1.302134,t_shape,3
103.850639,1.294457,x_shape,4
103.848755,1.290952,t_shape,3
103.848971,1.291,x_shape,4
103.848186,1.290114,crossing,4
103.848258,1.290204,crossing,4
103.847718,1.290214,t_shape,3
103.849479,1.289413,other,3
103.850426,1.28987,t_shape,3
103.850692,1.289648,t_shape,3
103.851677,1.2913,other,3
103.852417,1.291039,o_shape,5
103.849267,1.292677,t_shape,3
103.84893,1.292856,other,3
103.855008,1.291324,x_shape,4
103.851544,1.291043,t_shape,3
103.851574,1.289374,t_shape,3
103.853252,1.29239,t_shape,3
103.853089,1.292942,t_shape,3
103.853919,1.292719,t_shape,3
103.854284,1.293258,t_shape,3
103.850533,1.294511,x_shape,4
103.848712,1.298583,x_shape,4
103.849558,1.297921,x_shape,4
103.849538,1.299663,t_shape,3
103.853271,1.297648,t_shape,3
103.853387,1.29756,x_shape,4
103.855719,1.29548,t_shape,3
103.8555,1.295426,crossing,4
103.856043,1.298445,t_shape,3
103.858,1.298285,x_shape,4
103.877469,1.308247,x_shape,4
103.877395,1.30813,crossing,4
103.856514,1.292781,t_shape,3
103.856986,1.292503,t_shape,3
103.860652,1.293787,x_shape,4
103.855795,1.290649,t_shape,3
103.857232,1.292356,t_shape,3
103.857664,1.292717,crossing,4
103.858978,1.295148,t_shape,3
103.861195,1.295461,t_shape,3
103.861711,1.294805,t_shape,3
103.870214,1.305504,t_shape,3
103.862686,1.297035,x_shape,4
103.86269,1.297135,x_shape,4
103.853772,1.303584,t_shape,3
103.85359,1.303534,t_shape,3
103.85299,1.30386,t_shape,3
103.854073,1.303456,x_shape,4
103.856102,1.302658,x_shape,4
103.864113,1.308191,t_shape,3
103.849773,1.294962,t_shape,3
103.855182,1.301593,o_shape,5
103.854995,1.301382,t_shape,3
103.857819,1.3093,x_shape,4
103.857484,1.30877,x_shape,4
103.85229,1.299681,t_shape,3
103.852085,1.299426,t_shape,3
103.860282,1.313902,x_shape,4
103.859934,1.313355,t_shape,3
103.860135,1.314379,t_shape,3
103.860082,1.314182,crossing,4
103.854908,1.303213,t_shape,3
103.85581,1.304668,t_shape,3
103.855726,1.304711,t_shape,3
103.8597,1.30589,t_shape,3
103.859789,1.30578,crossing,4
103.848926,1.297288,x_shape,4
103.848742,1.297441,t_shape,3
103.847477,1.298316,t_shape,3
103.839059,1.300318,t_shape,3
103.83509,1.300872,t_shape,3
103.826206,1.303449,x_shape,4
103.828252,1.306105,t_shape,3
103.828317,1.306511,t_shape,3
103.832229,1.305493,t_shape,3
103.822341,1.305236,t_shape,3
103.821451,1.305652,t_shape,3
103.817083,1.306442,t_shape,3
103.784981,1.318258,t_shape,3
103.818907,1.306836,crossing,4
103.83624,1.316104,t_shape,3
103.778992,1.337445,x_shape,4
103.778733,1.337537,x_shape,4
103.778759,1.365184,crossing,4
103.779664,1.365368,crossing,4
103.77913,1.368656,t_shape,3
103.776113,1.375469,t_shape,3
103.764525,1.381126,t_shape,3
103.77771,1.373356,t_shape,3
103.949387,1.372083,t_shape,3
103.950384,1.372377,x_shape,4
103.846103,1.283632,x_shape,4
103.845843,1.283202,t_shape,3
103.854693,1.290426,crossing,4
103.854509,1.289631,t_shape,3
103.847359,1.276709,x_shape,4
103.863738,1.272375,t_shape,3
103.847014,1.277056,crossing,4
103.847061,1.277607,t_shape,3
103.846923,1.278125,t_shape,3
103.846878,1.277015,t_shape,3
103.844632,1.276134,t_shape,3
103.843847,1.279411,x_shape,4
103.844455,1.278767,t_shape,3
103.841979,1.281364,crossing,4
103.841891,1.281519,o_shape,5
103.848208,1.276082,x_shape,4
103.84812,1.275952,x_shape,4
103.843801,1.272658,x_shape,4
103.843877,1.272772,crossing,4
103.843177,1.274137,x_shape,4
103.843068,1.27413,x_shape,4
103.848364,1.290087,crossing,4
103.847988,1.288958,t_shape,3
103.847942,1.288997,t_shape,3
103.848199,1.287872,t_shape,3
103.848426,1.28763,t_shape,3
103.848166,1.287167,t_shape,3
103.847868,1.287251,t_shape,3
103.83954,1.279746,crossing,4
103.839615,1.279839,crossing,4
103.846,1.287482,x_shape,4
103.846153,1.287376,x_shape,4
103.849472,1.285502,t_shape,3
103.849258,1.285617,t_shape,3
103.845267,1.287826,t_shape,3
103.839682,1.279589,crossing,4
103.841723,1.273511,t_shape,3
103.841313,1.274147,t_shape,3
103.84114,1.274435,t_shape,3
103.839936,1.272953,t_shape,3
103.839944,1.272988,crossing,4
103.845458,1.284016,t_shape,3
103.845058,1.284262,t_shape,3
103.841363,1.288563,x_shape,4
103.846912,1.28503,x_shape,4
103.839616,1.279508,crossing,4
103.835394,1.283802,t_shape,3
103.835024,1.284043,t_shape,3
103.813417,1.290574,t_shape,3
103.812953,1.290649,t_shape,3
103.808383,1.291836,x_shape,4
103.791267,1.307925,o_shape,5
103.793488,1.306669,crossing,4
103.79316,1.308492,x_shape,4
103.791148,1.30783,x_shape,4
103.790809,1.307948,t_shape,3
103.756981,1.325972,crossing,4
103.757016,1.32596,crossing,4
103.755103,1.326416,t_shape,3
103.696535,1.334879,x_shape,4
103.696919,1.334884,t_shape,3
103.785516,1.299323,x_shape,4
103.785459,1.298843,t_shape,3
103.774544,1.29923,t_shape,3
103.774419,1.299354,t_shape,3
103.785805,1.299283,t_shape,3
103.78718,1.298676,t_shape,3
103.785816,1.294573,t_shape,3
103.78029,1.296174,t_shape,3
103.780335,1.295858,t_shape,3
103.778334,1.296494,t_shape,3
103.778406,1.297361,t_shape,3
103.785819,1.293677,t_shape,3
103.78537,1.293245,t_shape,3
103.802306,1.272563,x_shape,4
103.802224,1.272566,x_shape,4
103.785705,1.278262,t_shape,3
103.774515,1.299614,other,3
103.770836,1.296748,t_shape,3
103.784135,1.303008,t_shape,3
103.786246,1.303748,t_shape,3
103.787058,1.302155,t_shape,3
103.787099,1.301547,t_shape,3
103.874676,1.348534,t_shape,3
103.874532,1.349133,t_shape,3
103.877067,1.352697,t_shape,3
103.877056,1.352223,t_shape,3
103.888899,1.333473,x_shape,4
103.88887,1.333609,x_shape,4
103.889104,1.333207,t_shape,3
103.87406,1.350338,t_shape,3
103.859435,1.33006,t_shape,3
103.862105,1.335535,t_shape,3
103.85467,1.343106,t_shape,3
103.837985,1.34314,crossing,4
103.852612,1.339539,t_shape,3
103.846202,1.33165,x_shape,4
103.84635,1.331628,x_shape,4
103.847733,1.338063,t_shape,3
103.853736,1.335348,t_shape,3
103.853068,1.336684,t_shape,3
103.853486,1.333757,t_shape,3
103.84613,1.330941,t_shape,3
103.858968,1.329711,t_shape,3
103.857487,1.329112,t_shape,3
103.858938,1.335324,t_shape,3
103.860742,1.343343,t_shape,3
103.860497,1.343387,crossing,4
103.859359,1.343495,t_shape,3
103.859759,1.343737,x_shape,4
103.859889,1.344078,crossing,4
103.860307,1.344828,crossing,4
103.851511,1.281451,t_shape,3
103.851055,1.28075,x_shape,4
103.86012,1.348397,t_shape,3
103.864227,1.353476,t_shape,3
103.8642,1.353839,x_shape,4
103.864179,1.35399,t_shape,3
103.866832,1.355063,t_shape,3
103.867938,1.356404,t_shape,3
103.865885,1.36389,t_shape,3
103.866053,1.364035,t_shape,3
103.865624,1.364578,t_shape,3
103.865568,1.364607,t_shape,3
103.873233,1.362348,x_shape,4
103.873369,1.362344,t_shape,3
103.873655,1.356147,t_shape,3
103.873573,1.355623,x_shape,4
103.873504,1.355491,x_shape,4
103.837358,1.383907,x_shape,4
103.83725,1.384021,x_shape,4
103.863368,1.309752,t_shape,3
103.863208,1.301009,t_shape,3
103.863497,1.300996,t_shape,3
103.836536,1.300902,t_shape,3
103.836381,1.300738,t_shape,3
103.835077,1.300313,t_shape,3
103.83748,1.30195,x_shape,4
103.835917,1.302825,x_shape,4
103.835516,1.310741,t_shape,3
103.835604,1.310608,x_shape,4
103.838727,1.306184,x_shape,4
103.897589,1.316168,x_shape,4
103.896907,1.316023,t_shape,3
103.86272,1.307449,t_shape,3
103.863912,1.308337,crossing,4
103.863867,1.308514,crossing,4
103.86401,1.308632,crossing,4
103.864051,1.308453,x_shape,4
103.85164,1.288949,t_shape,3
103.857101,1.298088,t_shape,3
103.856888,1.297888,t_shape,3
103.856549,1.297513,t_shape,3
103.855904,1.29829,x_shape,4
103.855561,1.29784,t_shape,3
103.853417,1.296471,t_shape,3
103.853068,1.296643,t_shape,3
103.818865,1.331059,t_shape,3
103.838907,1.344029,t_shape,3
103.839031,1.345948,t_shape,3
103.839482,1.341942,t_shape,3
103.839395,1.340781,crossing,4
103.816917,1.333349,t_shape,3
103.817289,1.333899,t_shape,3
103.831358,1.340646,t_shape,3
103.783965,1.318236,t_shape,3
103.782694,1.319188,t_shape,3
103.794614,1.301859,x_shape,4
103.816248,1.332369,t_shape,3
103.815617,1.330915,t_shape,3
103.818486,1.335819,t_shape,3
103.819001,1.336988,t_shape,3
103.838186,1.348571,t_shape,3
103.838959,1.348449,t_shape,3
103.838534,1.348531,t_shape,3
103.816825,1.322702,t_shape,3
103.815485,1.322734,t_shape,3
103.813137,1.323062,x_shape,4
103.812755,1.323105,t_shape,3
103.813702,1.322937,t_shape,3
103.813372,1.322577,t_shape,3
103.810104,1.3247,t_shape,3
103.813437,1.323021,x_shape,4
103.81332,1.323923,x_shape,4
103.813591,1.323865,x_shape,4
103.814072,1.323654,t_shape,3
103.810712,1.319587,t_shape,3
103.813033,1.322591,t_shape,3
103.8127,1.323958,t_shape,3
103.813402,1.324296,t_shape,3
103.813687,1.324234,t_shape,3
103.813211,1.321842,x_shape,4
103.813099,1.321615,t_shape,3
103.813733,1.32444,t_shape,3
103.813438,1.324505,t_shape,3
103.836944,1.315309,t_shape,3
103.84198,1.311489,t_shape,3
103.837009,1.315777,t_shape,3
103.849864,1.305599,t_shape,3
103.781367,1.320262,t_shape,3
103.780396,1.320755,crossing,4
103.77105,1.319103,t_shape,3
103.771252,1.319152,x_shape,4
103.945746,1.326719,t_shape,3
103.949583,1.328614,x_shape,4
103.949676,1.32864,crossing,4
103.963885,1.349489,t_shape,3
103.96365,1.348677,crossing,4
103.964084,1.350109,t_shape,3
103.974966,1.373851,x_shape,4
103.974803,1.373692,t_shape,3
103.982643,1.387856,t_shape,3
103.976667,1.389041,t_shape,3
103.978053,1.388339,t_shape,3
103.980162,1.388828,t_shape,3
103.974844,1.374149,x_shape,4
103.989262,1.391339,t_shape,3
103.954967,1.332388,x_shape,4
103.955407,1.332091,t_shape,3
103.970034,1.325316,t_shape,3
103.973594,1.324312,t_shape,3
103.972696,1.324055,t_shape,3
103.971533,1.324483,t_shape,3
103.972187,1.326603,t_shape,3
103.968922,1.326331,t_shape,3
103.970652,1.326453,t_shape,3
103.973936,1.327573,t_shape,3
103.974611,1.325638,t_shape,3
103.970293,1.32262,t_shape,3
103.852832,1.361847,t_shape,3
103.954868,1.332301,x_shape,4
103.954709,1.332401,x_shape,4
103.954809,1.332482,x_shape,4
103.897891,1.365531,t_shape,3
103.89783,1.3656,x_shape,4
103.89402,1.370278,x_shape,4
103.893678,1.370842,t_shape,3
103.887808,1.371322,x_shape,4
103.89432,1.37294,t_shape,3
103.8942,1.372942,x_shape,4
103.889029,1.37758,t_shape,3
103.892907,1.380084,x_shape,4
103.892901,1.379966,x_shape,4
103.888745,1.382091,x_shape,4
103.888681,1.382007,x_shape,4
103.876572,1.378989,x_shape,4
103.876699,1.378993,x_shape,4
103.877072,1.379013,t_shape,3
103.887461,1.38052,x_shape,4
103.887345,1.38062,t_shape,3
103.892294,1.366818,crossing,4
103.892178,1.366897,x_shape,4
103.894641,1.369174,x_shape,4
103.89456,1.369271,x_shape,4
103.903471,1.380404,x_shape,4
103.894534,1.388797,t_shape,3
103.894506,1.388698,x_shape,4
103.895024,1.382535,x_shape,4
103.895036,1.382649,x_shape,4
103.896208,1.390106,t_shape,3
103.896237,1.390191,x_shape,4
103.8958,1.385815,x_shape,4
103.895968,1.386149,t_shape,3
103.903211,1.393409,t_shape,3
103.902271,1.393766,t_shape,3
103.904777,1.391249,t_shape,3
103.88878,1.388674,t_shape,3
103.888899,1.38889,t_shape,3
103.894483,1.392247,t_shape,3
103.894534,1.392995,t_shape,3
103.888651,1.382168,x_shape,4
103.889651,1.383387,t_shape,3
103.891094,1.389891,t_shape,3
103.883673,1.390848,x_shape,4
103.898741,1.326749,crossing,4
103.859961,1.365547,t_shape,3
103.860449,1.367903,t_shape,3
103.861774,1.369545,t_shape,3
103.86138,1.368991,t_shape,3
103.842491,1.287386,t_shape,3
103.824312,1.267888,t_shape,3
103.821678,1.269969,t_shape,3
103.828686,1.273515,t_shape,3
103.823947,1.281904,x_shape,4
103.833556,1.276668,x_shape,4
103.833005,1.277041,t_shape,3
103.828361,1.285868,x_shape,4
103.82834,1.286583,t_shape,3
103.8278,1.286699,t_shape,3
103.830963,1.287216,t_shape,3
103.826315,1.290619,x_shape,4
103.826586,1.290604,t_shape,3
103.840774,1.288662,t_shape,3
103.840195,1.289038,t_shape,3
103.826305,1.290502,x_shape,4
103.823788,1.281964,x_shape,4
103.823991,1.282546,t_shape,3
103.831953,1.295061,t_shape,3
103.833646,1.285414,t_shape,3
103.83343,1.285637,t_shape,3
103.833652,1.285593,x_shape,4
103.833656,1.286142,crossing,4
103.823755,1.28183,x_shape,4
103.804528,1.287546,x_shape,4
103.804845,1.287228,t_shape,3
103.823905,1.281769,x_shape,4
103.903115,1.327774,t_shape,3
103.852866,1.285293,t_shape,3
103.84751,1.286662,t_shape,3
103.847388,1.296909,t_shape,3
103.835316,1.301291,crossing,4
103.835268,1.301569,t_shape,3
103.83364,1.302895,t_shape,3
103.833412,1.302838,t_shape,3
103.84835,1.29732,t_shape,3
103.793152,1.313332,x_shape,4
103.792999,1.313155,t_shape,3
103.801773,1.311434,t_shape,3
103.803868,1.311332,t_shape,3
103.804235,1.310774,t_shape,3
103.80348,1.311072,t_shape,3
103.804738,1.31031,t_shape,3
103.803666,1.310587,x_shape,4
103.80337,1.310672,x_shape,4
103.803452,1.310981,x_shape,4
103.803754,1.310898,x_shape,4
103.799007,1.31251,t_shape,3
103.807639,1.309627,t_shape,3
103.807257,1.309613,t_shape,3
103.802938,1.311122,t_shape,3
103.803568,1.311442,t_shape,3
103.800364,1.300795,t_shape,3
103.80091,1.300909,t_shape,3
103.804173,1.313237,t_shape,3
103.836586,1.357017,t_shape,3
103.836392,1.356693,t_shape,3
103.839608,1.359749,t_shape,3
103.839402,1.359853,t_shape,3
103.839778,1.359665,x_shape,4
103.836239,1.35447,x_shape,4
103.835954,1.35375,t_shape,3
103.834785,1.352788,t_shape,3
103.834773,1.353011,crossing,4
103.83818,1.344152,t_shape,3
103.835711,1.341831,crossing,4
103.835897,1.341923,t_shape,3
103.835842,1.341562,x_shape,4
103.835704,1.34148,t_shape,3
103.836573,1.347672,t_shape,3
103.83773,1.348218,x_shape,4
103.837513,1.348188,t_shape,3
103.837306,1.348054,t_shape,3
103.83746,1.348662,t_shape,3
103.841834,1.346944,t_shape,3
103.839513,1.348267,x_shape,4
103.839314,1.348328,x_shape,4
103.839328,1.348431,x_shape,4
103.839522,1.348363,x_shape,4
103.839887,1.348362,t_shape,3
103.839999,1.348107,t_shape,3
103.856532,1.343521,t_shape,3
103.852037,1.359777,t_shape,3
103.851792,1.359371,x_shape,4
103.842107,1.388197,x_shape,4
103.842164,1.388059,x_shape,4
103.843045,1.363985,crossing,4
103.843105,1.364136,crossing,4
103.843362,1.364198,crossing,4
103.843322,1.364056,crossing,4
103.851901,1.365332,x_shape,4
103.851793,1.365284,t_shape,3
103.852131,1.369582,x_shape,4
103.852091,1.369721,t_shape,3
103.855084,1.367478,x_shape,4
103.854918,1.368112,x_shape,4
103.849479,1.365948,x_shape,4
103.85009,1.36596,t_shape,3
103.852396,1.360362,x_shape,4
103.852325,1.360228,x_shape,4
103.852221,1.360314,x_shape,4
103.852284,1.360453,x_shape,4
103.855022,1.375882,t_shape,3
103.856784,1.369038,x_shape,4
103.856782,1.369144,x_shape,4
103.856781,1.369356,t_shape,3
103.876962,1.375051,x_shape,4
103.877098,1.375052,x_shape,4
103.880105,1.376302,t_shape,3
103.880536,1.377036,x_shape,4
103.873909,1.349826,x_shape,4
103.873628,1.349459,t_shape,3
103.831935,1.369638,x_shape,4
103.835158,1.370977,t_shape,3
103.837519,1.367766,x_shape,4
103.838252,1.368108,t_shape,3
103.844755,1.367436,x_shape,4
103.844803,1.367411,x_shape,4
103.875066,1.3132,x_shape,4
103.87667,1.307926,t_shape,3
103.874868,1.313562,t_shape,3
103.885613,1.300844,x_shape,4
103.885476,1.300854,x_shape,4
103.900256,1.302998,t_shape,3
103.912301,1.308939,x_shape,4
103.911402,1.308751,t_shape,3
103.909107,1.307333,t_shape,3
103.909479,1.306647,t_shape,3
103.909032,1.307198,t_shape,3
103.909556,1.3052,t_shape,3
103.908523,1.304721,t_shape,3
103.902134,1.300669,t_shape,3
103.90854,1.308147,x_shape,4
103.908491,1.308237,x_shape,4
103.905322,1.31697,x_shape,4
103.905383,1.316803,t_shape,3
103.932396,1.310606,t_shape,3
103.910037,1.30554,x_shape,4
103.910776,1.305789,t_shape,3
103.909975,1.305397,x_shape,4
103.909922,1.305489,x_shape,4
103.910092,1.305453,x_shape,4
103.941463,1.31502,x_shape,4
103.941317,1.314996,x_shape,4
103.934383,1.311587,t_shape,3
103.934303,1.311446,x_shape,4
103.934549,1.311007,t_shape,3
103.935277,1.309062,t_shape,3
103.988998,1.359184,t_shape,3
103.988701,1.359702,t_shape,3
103.923595,1.331235,t_shape,3
103.929602,1.326653,t_shape,3
103.930729,1.329988,x_shape,4
103.934183,1.331751,t_shape,3
103.939583,1.330059,t_shape,3
103.938536,1.331512,t_shape,3
103.925836,1.332661,crossing,4
103.932984,1.318338,t_shape,3
103.933494,1.31521,t_shape,3
103.945318,1.31636,t_shape,3
103.945293,1.316436,x_shape,4
103.948328,1.3178,t_shape,3
103.948522,1.317508,x_shape,4
103.944345,1.324431,t_shape,3
103.932773,1.318913,x_shape,4
103.932892,1.318939,x_shape,4
103.93724,1.324766,t_shape,3
103.919772,1.332121,t_shape,3
103.857114,1.352526,t_shape,3
103.857464,1.354152,t_shape,3
103.85755,1.35825,t_shape,3
103.857572,1.356188,crossing,4
103.858447,1.356325,t_shape,3
103.85651,1.356256,t_shape,3
103.855584,1.356117,t_shape,3
103.856841,1.355397,crossing,4
103.856858,1.35556,crossing,4
103.853816,1.35843,t_shape,3
103.853949,1.358507,x_shape,4
103.841515,1.279608,t_shape,3
103.842058,1.281519,t_shape,3
103.843571,1.282655,t_shape,3
103.843894,1.282468,x_shape,4
103.841038,1.278271,t_shape,3
103.840423,1.279646,t_shape,3
103.840634,1.279602,t_shape,3
103.840711,1.280427,t_shape,3
103.897414,1.316914,t_shape,3
103.88185,1.318607,x_shape,4
103.882001,1.318615,x_shape,4
103.879098,1.331223,x_shape,4
103.879231,1.330726,t_shape,3
103.878072,1.315816,t_shape,3
103.878107,1.315636,x_shape,4
103.878966,1.331181,x_shape,4
103.878928,1.331325,x_shape,4
103.879061,1.331366,x_shape,4
103.917976,1.338264,x_shape,4
103.917984,1.338181,x_shape,4
103.917869,1.338157,x_shape,4
103.902225,1.331846,x_shape,4
103.902326,1.33196,x_shape,4
103.904903,1.329481,x_shape,4
103.906122,1.330676,x_shape,4
103.906249,1.333217,x_shape,4
103.909454,1.332444,t_shape,3
103.909443,1.333179,t_shape,3
103.90508,1.335532,t_shape,3
103.89933,1.334643,x_shape,4
103.899434,1.334751,x_shape,4
103.905705,1.334278,x_shape,4
103.905648,1.334388,x_shape,4
103.920908,1.337061,x_shape,4
103.917849,1.338532,t_shape,3
103.938331,1.344848,x_shape,4
103.944059,1.356656,x_shape,4
103.946236,1.356659,x_shape,4
103.946241,1.356796,x_shape,4
103.950074,1.35885,other,3
103.949369,1.358806,t_shape,3
103.950222,1.357893,t_shape,3
103.950965,1.35861,t_shape,3
103.951996,1.350335,t_shape,3
103.951786,1.35093,t_shape,3
103.951636,1.354146,x_shape,4
103.96077,1.355117,t_shape,3
103.946137,1.366298,t_shape,3
103.945352,1.354454,t_shape,3
103.941044,1.370832,t_shape,3
103.849639,1.369037,x_shape,4
103.849495,1.369288,t_shape,3
103.844128,1.381156,t_shape,3
103.844287,1.381167,x_shape,4
103.849765,1.369066,x_shape,4
103.849826,1.368969,x_shape,4
103.849703,1.368934,x_shape,4
103.762584,1.377487,t_shape,3
103.771878,1.377286,x_shape,4
103.771682,1.376978,t_shape,3
103.771048,1.380655,t_shape,3
103.763429,1.380765,x_shape,4
103.763282,1.381106,t_shape,3
103.763484,1.380653,x_shape,4
103.763166,1.386567,t_shape,3
103.763013,1.386804,t_shape,3
103.764484,1.38466,t_shape,3
103.766236,1.383041,t_shape,3
103.770157,1.384107,t_shape,3
103.770459,1.384374,t_shape,3
103.772356,1.387197,t_shape,3
103.772167,1.387709,t_shape,3
103.745841,1.388912,x_shape,4
103.745979,1.388432,t_shape,3
103.747709,1.384636,t_shape,3
103.751078,1.382764,t_shape,3
103.751076,1.379924,t_shape,3
103.747008,1.380987,t_shape,3
103.747368,1.380826,t_shape,3
103.741825,1.386249,x_shape,4
103.753727,1.376232,x_shape,4
103.753334,1.376441,t_shape,3
103.743498,1.384104,x_shape,4
103.743404,1.386219,t_shape,3
103.744883,1.376437,t_shape,3
103.75535,1.378677,t_shape,3
103.75413,1.379814,t_shape,3
103.754677,1.377701,t_shape,3
103.755736,1.380495,x_shape,4
103.744482,1.382915,t_shape,3
103.744606,1.382377,x_shape,4
103.742256,1.383726,t_shape,3
103.745163,1.380205,t_shape,3
103.745124,1.380121,x_shape,4
103.740031,1.377233,x_shape,4
103.746046,1.376914,t_shape,3
103.74589,1.377477,x_shape,4
103.747823,1.377394,x_shape,4
103.747783,1.3775,t_shape,3
103.747574,1.377905,t_shape,3
103.741696,1.386116,x_shape,4
103.741433,1.387096,x_shape,4
103.749158,1.389607,t_shape,3
103.74133,1.385829,t_shape,3
103.741305,1.386994,x_shape,4
103.741146,1.387351,t_shape,3
103.745158,1.392216,x_shape,4
103.745124,1.391993,t_shape,3
103.741328,1.393321,x_shape,4
103.741583,1.393223,crossing,4
103.745363,1.398897,x_shape,4
103.751314,1.399274,x_shape,4
103.751252,1.399408,crossing,4
103.751019,1.402407,t_shape,3
103.74964,1.398881,t_shape,3
103.746605,1.407516,t_shape,3
103.747364,1.356444,x_shape,4
103.747454,1.356447,x_shape,4
103.745512,1.366336,x_shape,4
103.745695,1.366126,t_shape,3
103.747095,1.364333,x_shape,4
103.747091,1.364443,t_shape,3
103.748802,1.364087,x_shape,4
103.748768,1.365186,x_shape,4
103.746665,1.362025,x_shape,4
103.747183,1.361905,x_shape,4
103.750205,1.359771,t_shape,3
103.748833,1.363692,t_shape,3
103.750027,1.363727,t_shape,3
103.751854,1.353694,x_shape,4
103.771284,1.319024,x_shape,4
103.771129,1.305433,crossing,4
103.771251,1.307106,t_shape,3
103.767384,1.291747,x_shape,4
103.767577,1.292,t_shape,3
103.823606,1.277731,t_shape,3
103.827459,1.265543,x_shape,4
103.823187,1.278328,t_shape,3
103.823866,1.27911,x_shape,4
103.823665,1.279137,x_shape,4
